name,style,brewery,beer name (full),description,abv,min ibu,max ibu,astringency,body,alcohol,bitter,sweet,sour,salty,fruits,hoppy,spices,malty,review_aroma,review_appearance,review_palate,review_taste,review_overall,number_of_reviews
cascade kriek ale,sour - flanders red ale,cascade brewing / raccoon lodge & brewpub,cascade brewing / raccoon lodge & brewpub cascade kriek ale,"notes:this nw style sour red ale is blend of red ales aged in oak barrels for up to eight months, then aged on fresh bing and sour pie cherries for an additional eight months. aromas of rich, dark cherries, oak and slight hints of cinnamon are noticed up front. dark, tart cherries and light spice notes dance on the palate and lead to a rich, dark, tart sparkling finish of dark cherries and oak.note:kriek 2007 = 6.6% abvkriek 2008 = 8.1% abvkriek 2009 = 7.3% abvkriek 2010 = 7.1% abvkriek 2012 = 7.2% abvkriek 2013 = 8.2% abvkriek 2014 = 8.2% abvkriek 2015 = 7.1% abvplease note which version is being reviewed, if known.\t",8.2,10,25,56,32,13,10,52,158,0,107,9,22,29,4.149457,3.945652,4.070652,4.214674,4.17663,184
rodenbach alexander,sour - flanders red ale,brouwerij rodenbach n.v.,brouwerij rodenbach n.v. alexander rodenbach,"notes:flanders red ale- a blend of 1/3 young and 2/3 two-year old ale matured in oak foeders, that is macerated with sour cherries.\t",5.6,10,25,33,30,7,6,95,106,0,106,7,7,9,4.398148,4.12037,4.351852,4.62963,4.444444,54
ichtegem's grand cru,sour - flanders red ale,brouwerij strubbe,brouwerij strubbe ichtegem's grand cru,notes:,6.5,10,25,30,35,17,4,102,127,0,95,7,8,35,3.740642,3.855615,3.617647,3.636364,3.724599,187
barriquee (sour version),sour - flanders red ale,panil,panil barriquee (sour version),notes:also known as panil barriquee riservathis is the version imported to the us.\t,8,10,25,43,40,10,6,86,160,1,98,30,18,37,3.985915,3.855634,3.767606,3.950704,3.90493,142
vichtenaar,sour - flanders red ale,brouwerij verhaeghe,brouwerij verhaeghe vichtenaar,"notes:the ""vichtenaar"" is a beer that is brewed on the basis of deeply burned malt, spicy and fruity hops, yeast and soft water pumped from a well with a depth of 172 m, which is a guarantee of the quality and the purity of the water. after the main fermentation and the second lagering the ""vichtenaar"" undergoes a third fermentation in oak casks for several months. the oak casks are large vats with a capacity ranging between 5000 and 25000 liters. the ""vichtenaar"" is a traditional and typical beer for west flanders, in the northwest of belgium. the taste of the ""vichtenaar"" can be described as slightly acidic and complex and this through the long fermentation in oak casks. the fresh taste of the ""vichtenaar"" makes it a particularly thirst-quenching beer, especially during the summer months. the ""vichtenaar"" is also one of the last old-flemish red-brown beers which are matured in oak casks and is especially appreciated for its authenticity by the beer connoisseur. in 1958 “brewery verhaeghe” obtained for its beer ""vichtenaar"" the first prize in the international contest for beers in ghent.\t",5.1,10,25,32,36,16,6,124,154,0,113,9,17,23,3.95202,3.997475,3.95202,4,4,198
verhaeghe echte kriek / echte kriekenbier,sour - flanders red ale,brouwerij verhaeghe,brouwerij verhaeghe verhaeghe echte kriek / echte kriekenbier,"notes:echt kriekenbier, (real cherry beer)"" is as the name suggests a cherry beer that is manufactured with only the real fruit of cherries instead of with flavor enhancers or extracts of cherries. the fruit is sourced from the region around sint-truiden in limburg (belgium).unlike the most famous fruit beers the basic beer of the ""real cherry beer"" is not a lambic but a west-flemish red-brown ale aged in oak wood. about mid-july at the picking, the northern cherries are brought in at the brewery and laid in on the base beer.because the taste of the cherry fruit varies from year to year and this according to the number of hours of sunshine or rain, the kriekenbier at its final composition is blended with cherry beer from the year before and two-year old cherry beer. this with the intention of becoming a more constant taste of the ""real cherry beer"" over the years.\t",6.8,10,25,37,26,7,2,91,140,0,131,13,13,28,3.850543,3.904891,3.714674,3.828804,3.790761,184
zoetzuur flemish alede proefbrouwerij (bvba andelot),sour - flanders red ale,de proefbrouwerij (bvba andelot),de proefbrouwerij (bvba andelot) zoetzuur flemish ale,notes:,7,10,25,37,58,7,3,116,156,0,130,15,22,39,4.087879,4.060606,3.930303,3.987879,3.987879,165
michael,sour - flanders red ale,hair of the dog brewing company / brewery and tasting room,hair of the dog brewing company / brewery and tasting room michael,"notes:michael is a flanders red, made in memory of michael jackson. the beer was brewed in january of 2007, and aged in american oak and sherry barrels since then. it is just over 6% alcohol, made with organic pilsner, vienna and munich malts and fermented with a variety of yeast and bacteria.released november 2009 & fall 2012.\t",6.2,10,25,32,46,37,10,92,171,0,100,12,11,26,3.969231,3.861538,3.6,3.715385,3.723077,65
la roja - grand reserve,sour - flanders red ale,jolly pumpkin artisan ales,jolly pumpkin artisan ales la roja - grand reserve,"notes:""the red""sour amber aleaged in large oak casks then bottle fermented, la roja is a franco-belgian style ale crafted on the flander's tradition of aged and blended beers. la roja is rich and lush with undertones of caramel fruit and spice. truly an ale of grace and distinction.cheers and mahalo plenty!ibu: 25time in oak: 2 months - 15 monthshops: strisselspalt & tettnanggrains: pilsner malt, pale malt, munich 10, wheat malt, crystal 150, & black maltadditional ingredients: dextrose\t",8,10,25,60,42,24,10,99,238,0,126,10,23,44,4.194915,3.957627,3.983051,4.20339,4.084746,59
la roja du kriek,sour - flanders red ale,jolly pumpkin artisan ales,jolly pumpkin artisan ales roja de kriek,"notes:la roja du kriek – sour amber ale with michigan cherry juice. this is what happens when 3100 gallons of 2013 la roja meets 50 gallons of michigan tart cherry juice, aged in oak barrels and bottle conditioned – a perfect blend of sour and tart joie de vivre!\t",7.5,10,25,45,38,9,4,75,174,0,130,13,16,25,4.2,4,4,4,4.3,5
barriquee (italy version),sour - flanders red ale,panil,panil barriquee (italy version),notes:this version is not exported to the us.\t,8,10,25,30,41,19,11,74,148,2,88,19,19,39,4.232143,4.102679,4.080357,4.245536,4.209821,112
kriek des jacobins,sour - flanders red ale,brouwerij bockor n.v.,brouwerij bockor n.v. jacobins kriek,"notes:the basic ingredient of our jacobins kriek is wort made of wheat and malted barley. this wort is first boiled and then transported to the brewery’s open cooling vessel to cool down.afterwards it spontaneously ferments in big oak barrels, giving the beer its refined flavour and aroma.to obtain its true “kriek” or cherry flavour, natural cherry juices are also added. the fruitiness of the aroma clearly reveals itself in the mouth. our jacobins kriek has a well-balanced, pleasant and slightly sweet flavour, which is best enjoyed when drunk out of its own bowl-shaped glass. an excellent thirst quencher and... perfect for drinking in an outdoor cafe!\t",4.5,10,25,23,28,12,4,69,107,0,96,4,8,35,3.5,3,3.5,3.5,3.5,1
la luna rossa,sour - flanders red ale,birrificio del ducato,birrificio del ducato la luna rossa,"notes:i think that in the life of every brewer exists a particular moment that makes him proud and satisfied with his work: for me this time comes during the blend of la luna rossa. maybe because it is the beer that it takes more time before leaving the brewery, or maybe for a certain analogy with the trade of enologist, it is always very emotional when myself and luca (a solid presence at the brewery) find ourselves between sour splashes and leftover pieces of fruit that remind me the “visciole” (morello cherry) my grandfather used to eat while playng cards. it starts with an acidic base that has made at least 2 years of mixed fermentations (conducted mainly by lactic, acetic bacteria and brettanomyces) which have at least 6 months macerated cherries and sour cherries, blend with a small part of chimera and some young beer; the blend is put in numbered bottles indicating the year of the cuvee, which refined further 12 months before selling.la luna rossa is like a kriek on the basis flemish red, has an extraordinary complexity associated with a wonderful elegance, for lovers of the genre is definitely one of those beers that you find it difficult to forget.- giovanniin the glass, to the nose and in the mouth …born from the blend about different beers, some of them aged in barrels until 2 years with the addition morello and marasca cherries. intense amber colour with ruby reflections, extraordinary aromatic complexity: fruity aromas (marasca and morello cherries in the first place), accompanied by subtle ethereal notes and sublime acetic hints and lactic acid, as well as shades of oxidized malts. in the mouth it is tasty, large, persistent, and ends with a magnificent and uplifting acidity.\t",8,10,25,32,37,12,1,43,151,0,80,5,4,13,3.5,3.3,3.7,3.8,3.5,5
rodenbach foederbier,sour - flanders red ale,brouwerij rodenbach n.v.,brouwerij rodenbach n.v. rodenbach foederbier,notes:,6,10,25,27,47,10,2,61,102,3,43,2,8,31,4.083333,3.75,4,4.25,3.75,6
ned,sour - flanders red ale,alpine beer company,alpine beer company ned,notes:,5.17,10,25,49,39,7,6,52,162,0,80,7,9,17,4.067568,4.054054,3.756757,3.972973,4,37
portsmouth flanders red - maude,sour - flanders red ale,portsmouth brewery,portsmouth brewery portsmouth flanders red - maude,"notes:this flemish style soured mash, medium-bodied red ale is lactic, tart and delicious. it is traditionally blended with at least year old gueuze and fruits.\t",4.5,10,25,42,26,8,3,57,162,1,72,5,2,21,3.54,3.61,3.73,3.58,3.62,50
tulach leis,sour - flanders red ale,the vermont pub & brewery,the vermont pub & brewery tulach leis,"notes:a flemish style vermont sour red ale fermented with brettanomyces yeast providing slight tartness with barnyard aromas and flavors. this recipe was the result of the collaborative efforts of vpb brewers both past and present in honor of their mentor and master brewer, greg noonan. the name (toolah - leez) comes from county cork in ireland where the noonan clan originated. 6.1% abv. hits the style.\t",6.1,10,25,10,19,9,0,31,109,0,35,10,0,9,3.75,3.75,3.55,3.5,3.5,10
leipziger gose,sour - gose,gasthaus & gosebrauerei bayerischer bahnhof,gasthaus & gosebrauerei bayerischer bahnhof leipziger gose,"notes:this original leipzig beer specialty lends us the name for our brewery. gose is a regional beer specialty that was brought to saxony-anhalt in the year 1738. originally gose comes from goslar, a small town in lower saxony, and the river “gose” in this town. this beer specialty has a refreshing, slightly sour taste and is ideal for quenching your thirst. gose is brewed with the additional ingredients lactic acid, cilantro, and salt. gose is a top-fermented beer with 4.5% abv and 10.8% wort. you can enjoy it in different variations.\t",4.5,10,15,38,33,10,12,42,129,36,63,58,11,74,3.805556,3.907407,3.882275,3.931217,4.005291,378
gose,sour - gose,upright brewing company,upright brewing company gose,"notes:based on an obscure centuries old german style that incorporates salt and coriander into a distinctly tart wheat beer with a dry champagne like finish. 2010 world beer cup bronze medal winner.malts: pilsener, wheat, organic caramelhops: hallertauer mittelfruhalso: coriander, saltyeast: french saison1st release - january 20102nd release - april 2011\t",5.2,10,15,44,39,10,10,31,100,48,57,45,21,65,3.947368,3.855263,4.092105,4.171053,4.210526,38
imperial cherry gose,sour - gose,southern tier brewing company,southern tier brewing company imperial cherry saison,"notes:the finished beer is a striking, lustful shade of red with a persistent white head and durable lacing thanks to the large portion of wheat in the grist. the nose is defined by equal parts bright lactic acidity and cherry notes with a hint of coriander. on the palate, the strong lactic acidity is accentuated by the natural tartness of the cherry juice. quantitatively, this beer is quite sweet, but we find that this level of residual sweetness is just enough to balance the acidity and that the overall perception of the beer is actually quite dry. the beer finishes very clean and in conjunction with the salt in the finish, it definitely makes you want to come back for more.ph - 3.4total acidity: 9.9 ml/100g\t",8.3,10,15,47,33,25,6,53,148,29,125,21,1,57,3.622112,3.651815,3.640264,3.50495,3.50165,303
kbs (kentucky breakfast stout),stout - american imperial,founders brewing company,founders brewing company founders kbs (kentucky breakfast stout),"notes:what we’ve got here is an imperial stout brewed with a massive amount of coffee and chocolates, then cave-aged in oak bourbon barrels for an entire year to make sure wonderful bourbon undertones come through in the finish. makes your taste buds squeal with delight.now labeled as ""kbs.""abv varies by batch.\t",12.3,50,80,9,114,102,79,77,4,0,4,31,20,183,4.570393,4.37707,4.479814,4.626294,4.397516,1932
bourbon county brand stout,stout - american imperial,goose island beer co.,goose island beer co. bourbon county brand stout,notes:60 ibu\t,14.7,50,80,5,69,69,41,83,9,0,36,8,24,134,4.43538,4.20117,4.386257,4.482164,4.082749,1710
ten fidy,stout - american imperial,oskar blues grill & brew,oskar blues grill & brew ten fidy,"notes:this titanic, immensely viscous stout is loaded with inimitable flavors of chocolate-covered caramel and coffee and hide a hefty 98 ibus underneath the smooth blanket of malt. it is made with enormous amounts of two-row malt, chocolate malt, roasted barley, flaked oats and hops.\t",10.5,50,80,4,101,27,62,88,10,1,15,29,9,137,4.141122,4.396761,4.350492,4.320416,4.165414,1729
the abyss,stout - american imperial,deschutes brewery,deschutes brewery the abyss,"notes:a deep, dark imperial stout, the abyss has almost immeasurable depth and complexity. hints of molasses, licorice and other alluring flavors make it something not just to quaff, but contemplate.as for the great “drink it now or let it age” debate, we stand clearly on the fence. distinct and delicious on release, the flavors meld and fuse into an entirely different pleasure after a year or more in the cellar.\t",11.4,50,80,20,82,28,64,65,8,0,30,18,7,115,4.443343,4.593484,4.513102,4.588173,4.450779,1412
bourbon county brand coffee stout,stout - american imperial,goose island beer co.,goose island beer co. bourbon county brand coffee stout,notes:2017 release - intelligentsia black cat espresso beans2016 release - intelligentsia fletcha roja2015 release - intelligentsia los delirios2014 release - intelligentsia zirikana coffee beans2013 release - intelligentsia ‘los inmortales’2012 release - intelligentsia la tortuga beans2011 release - intelligentsia anjilanaka beans2010 release - intelligentsia black cat espresso beans\t,12.9,50,80,6,65,28,82,48,3,0,8,9,26,143,4.555921,4.256579,4.473684,4.620614,4.317982,456
speedway stout,stout - american imperial,alesmith brewing company,alesmith brewing company alesmith speedway stout,"notes:jet black, with an off-white head. starts with a strong coffee and dark chocolate sensation, then fades to a multitude of toasty, roasty and caramel malt flavors. clean and crisp, full- bodied. warmth from the high alcohol content lightens up the feel. you won't fool your taste buds - this beer is huge!\t",12,50,80,8,97,31,62,67,1,0,7,16,14,133,4.328924,4.40388,4.377866,4.441358,4.284392,1134
cbs (canadian breakfast stout),stout - american imperial,founders brewing company,founders brewing company founders cbs imperial stout,"notes:canadian breakfast stout (cbs) is the epitome of why we launched the backstage series: to bring some of our most sought-after beers, which have been available primarily at the taproom or at a few select events, to a much larger audience.canadian breakfast stout is an imperial stout brewed with a blend of coffees and imported chocolates, then aged in spent bourbon barrels that have most recently been aging pure michigan maple syrup.\t",11.3,50,80,3,116,57,47,112,4,1,8,18,21,150,4.558085,4.457614,4.579278,4.697017,4.591052,637
storm king stout,stout - american imperial,victory brewing company,victory brewing company storm king stout,"notes:emerging from the deepest shades of darkness, a rolling crescendo of flavors burst forth from this robust stout. the thundering, hoppy appeal of storm king subsides into the mellow subtleties of roasted malt, exhibiting an espresso-like depth of character in its finish. an exquisite blend of imported malts and whole flower american hops merge harmoniously in this complex ale. discover the dark intrigue of storm king, as it reveals the rich, substantial flavors that it holds within.\t",9.1,50,80,6,70,11,101,46,16,0,26,84,9,95,4.070555,4.304445,4.138458,4.211664,4.09115,2452
yeti,stout - american imperial,great divide brewing company,great divide brewing company barrel aged yeti,"notes:yeti imperial stout is an onslaught of the senses. it starts with big, roasty malt flavor that gives way to rich caramel and toffee notes. yeti gets its bold hop character from an enormous quantity of american hops. it weighs in at a hefty 75 ibus.2005 great american beer festival, silver medal, imperial stout2008 great american beer festival, bronze medal, imperial stout2009 great american beer festival, silver medal, imperial stout2010 beeradvocate “top 100 beers on planet earth,” #36\t",9.5,50,80,16,120,30,137,83,16,0,10,105,10,146,4.25969,4.267442,4.344961,4.399225,4.275194,129
choklat (blackwater series),stout - american imperial,southern tier brewing company,southern tier brewing company choklat,"notes:choklat is every bit a dessert beer, encompassing the complexity of the darkest, bittersweet candy together with that of the original frothy beverage. we combine the finest ingredients to tempt your senses & renew the power & interrelation of history in every bottle.cacao is a mystical bean. we're not surprises that ancient hieroglyphs depict chocolate being poured for rulers & gods.\t",10,50,80,3,153,18,39,110,4,0,10,20,17,158,4.467028,4.111853,4.177379,4.321786,4.060935,1198
peche mortel,stout - american imperial,brasserie dieu du ciel,brasserie dieu du ciel peche mortel (bourbon barrel),"notes:peche mortel (french for ""mortal sin"") is an intensely black and dense beer with very pronounced roasted flavours. fair trade coffee is infused during the brewing process, intensifying the bitterness of the beer and giving it a powerful coffee taste. peche mortel is brewed to be savored; we invite you to drink it in moderation.this stout style, high in alcohol and bitterness in order to favour preservation, was historically brewed to support the long and arduous voyage necessary to export the beer from england to russia. the word imperial comes from the fact that the beer was specially brewed for the russian tsar’s court.\t",9.5,50,80,13,92,23,114,60,4,0,10,42,29,143,4.375,4.375,4.5,4.375,4.375,4
world wide stout,stout - american imperial,dogfish head brewery,dogfish head brewery world wide stout,"notes:brewed with a ridiculous amount of barley, world wide stout is dark, rich, roasty and complex. this ageable ale clocks in at 15-20% abv and has a depth more in line with a fine port than with a can of cheap, mass-marketed beer.70 ibu\t",18,50,80,7,76,71,67,102,26,0,56,22,20,129,4.112301,4.11161,4.125777,4.183483,3.774015,1447
oak aged yeti imperial stout,stout - american imperial,great divide brewing company,great divide brewing company oak aged yeti imperial stout,notes:imperial stout aged on new french and american oak chips.\t,9.5,50,80,16,85,30,43,72,10,0,17,19,18,105,4.21785,4.452916,4.261771,4.284259,4.083626,1423
cappuccino stout,stout - american imperial,lagunitas brewing company,lagunitas brewing company cappuccino stout,"notes:for that extra krunkcoffee is my shepherd; i shall not doze. it maketh me to wake in green pastures. it leadeth me beyond the sleeping masses. it restoreth my brain, it leadeth me in the paths of consciousness for it's name's sake. yea, though i walk through the valley of the shadow of sleep, i will fear no artificial sweetener for thou art with me; thy cream and thy sugar they comfort me. thou preparest a carafe before me in the presence of my zzz's, thou anointest my day with sunlight; my cup runneth over. surely richness and flavor shall follow me all the days of my life: and i will dwell in the house of cappuccino forever... let us sip... or whatever...\t",9.2,50,80,6,83,22,87,42,7,1,6,30,2,116,3.801099,3.843956,3.778022,3.891758,3.852198,910
imperial biscotti break,stout - american imperial,evil twin brewing,evil twin brewing evil twin biscotti break,"notes:the roman empire had a certain ""je ne sais quoi"" - festive food culture, extravagant architecture, and spectacular live entertainment. some might argue the emperors were brutal, mad, and hungry for power, and the people vain when taking baths and working out all day. listen - that's still all part of the secret imperial ingredient - keep it cool, clean, confident, arrogant, and flamboyant. forza imperiale.\t",11.5,50,80,11,74,28,66,57,7,1,12,19,34,158,4.214286,3.928571,4.035714,4.142857,4.178571,14
hunahpu's imperial stout,stout - american imperial,cigar city brewing,cigar city brewing hunahpu's imperial stout,"notes:in mayan mythology, hun hunahpu was the father of the mayan hero twins hunahpu and xbalanque. hun hunahpu, along with his brother vucub hunahpu, was tricked by the dark lords of the underworld and slain. hun hunahpu’s corpse morphed into a cacao tree, his head becoming a cacao pod, which in typically awesome mythology fashion, spit upon the hand of a young maiden named xiquic who promptly became pregnant with the hero twins. the twins would ultimately grow up to avenge their father and uncle and defeat the dark lords and ascend the heavens to become the moon and sun. we brew hunahpu's imperial stout once a year and release it only at the brewery on the second weekend in march. we will continue to do so until the end of the cycle.80 ibu\t",10.2,50,80,5,69,21,42,52,9,0,17,3,90,79,4.369464,4.587413,4.511655,4.564103,4.365967,429
black tuesday,stout - american imperial,the bruery,the bruery black tuesday,"notes:our infamous black tuesday is an imperial stout aged in bourbon barrels for over a year. rich caramel, toasted malt, vanilla, burnt wood and anise are just a few of the many flavors in this rich, decadent imperial stout.2009: 19.5% abv 2010: 18.2% abv 2011: 18.3% abv 2012: 19.2% abv2013: 18.9% abv2014: 19.7% abv2015: 19.9% abv2016: 20.3% abv2017: 19.5% abv2018: 19.5% abv2019: 19.4% abv\t",19.5,50,80,3,70,95,25,106,17,1,43,3,30,126,4.47769,4.301837,4.400262,4.510499,4.209974,381
miles davis' bitches brew,stout - american imperial,dogfish head brewery,dogfish head brewery miles davis' bitches brew,"notes:in honor of the 40th anniversary of the original release of bitches brew, miles davis' 1970 paradigm-shifting landmark fusion breakthrough, we've created our own bitches brew -- a bold, dark beer that's a fusion of three threads of imperial stout and one thread of honey beer with gesho root. it's a gustatory analog to miles' masterpiece.38 ibu\t",9,50,80,22,76,14,53,82,33,4,29,33,17,111,4.034483,4.243842,4.071429,4.147783,4.124795,609
espresso oak aged yeti imperial stout,stout - american imperial,great divide brewing company,great divide brewing company espresso oak aged yeti imperial stout,"notes:a generous infusion of denver's own pablo's espresso adds yet another layer of complexity to this beer, combining with the vanilla oak character, intense roasty maltiness and bold hop profile to create a whole new breed of mythical creature. it's official: you can now have yeti with breakfast.\t",9.5,50,80,5,103,20,78,51,5,0,6,39,14,141,4.195504,4.41485,4.169619,4.23297,4.05109,734
warlock,stout - american imperial,southern tier brewing company,southern tier brewing company warlock,"notes:imperial stout brewed with pumpkins warlock is brewed to enchant your palate on its own and also to counterpoint our imperial ale, pumking. make your own black magic by carefully pouring this imperial stout into a goblet.dark and mysterious, the blackwater series is serious about high gravity. reanimate your senses with warlock’s huge roasted malt character, moderate carbonation and spicy pumpkin pie aroma.\t",8.6,50,80,3,50,13,20,37,1,2,68,9,52,76,3.625,4.125,3.875,4,4,4
chocolate oak aged yeti,stout - american imperial,great divide brewing company,great divide brewing company chocolate oak aged yeti,"notes:chocolate oak aged yeti imperial stout is another revered incarnation of our legendary imperial stout. we toned down the hops a bit to allow cocoa nibs to contribute some pleasing bitterness, while vanilla notes from the oak combine with the cocoa to create an aroma and flavor akin to a gourmet chocolate bar. a dash of cayenne keeps things lively, adding just a bit of heat to the finish. another great yeti? hell yes.\t",9.5,50,80,15,138,25,66,98,5,0,11,39,48,137,4.073254,4.373083,4.111584,4.100511,3.920784,587
double stout,stout - american imperial,green flash brewing co.,green flash brewing co. double stout,"notes:we explored 19th century british stout recipes, then charted a fresh course to land on a modern american version of the old-world classic. our double stout encompasses the very best of both worlds. golden naked oats, dark crystal and roasted malt offer a luscious balance of bittersweet chocolate and hints of coffee. fair winds and following seas. smooth sailing, all the way home.\t",8.8,50,80,13,119,26,85,61,6,0,17,50,14,115,3.994395,4.247758,4.068386,4.128924,4.093049,446
abraxas,stout - american imperial,perennial artisan ales,perennial artisan ales abraxas,"notes:*abv varies by year*an imperial stout brewed with ancho chili peppers, cacao nibs, vanilla beans, and cinnamon sticks. pouring deep brown with a thick head, this beer has a complex body with a delicious lingering roastiness. abraxas is brewed with unique ingredients intended to challenge and excite the palate. it may be enjoyed right away or allowed to age in the bottle. vertical tastings are encouraged.\t",11.5,50,80,4,139,46,46,73,4,2,8,16,158,126,4.2,4.1,4.5,4.3,4.3,5
beer geek brunch weasel,stout - american imperial,mikkeller aps,mikkeller aps beer geek brunch weasel,"notes:brewed at nøgne ø.imperial oatmeal stout brewed with coffee. ingredients: water, malts, hops, yeast and vietnamese ca phe chon coffee.\t",10.9,50,80,11,109,23,93,92,15,1,28,19,19,174,4.24,4.351667,4.31,4.36,4.1725,600
chocolate rain,stout - american imperial,the bruery,the bruery chocolate rain,notes:black tuesday with vanilla bean & cocoa nibs.2011: 18.5% abv 2012: 19.5% abv2013: 18.0% abv2014: 18.5% abv2015: 18.4% abv2016: 19.7% abv2017: 19.6% abv2018: 19.5% abv2019: 19.5% abv\t,19.6,50,80,6,82,51,27,69,7,0,14,5,25,88,4.481132,4.080189,4.113208,4.396226,4.235849,106
brewer's reserve bourbon barrel stout,stout - american imperial,central waters brewing company,central waters brewing company brewer's reserve bourbon barrel stout,"notes:american-style stout aged for 1 year in used 12 year bourbon barrels.the brewery's most highly sought after beer, this imperial stout is aged to perfection in oak bourbon barrels. look for this tasty teat to contain hints of bourbon and vanilla with roasted overtones that is [sic] sure to please any connoisseur's palate. serve at cellar temperature from a snifter glass and enjoy this expression of out passion for brewing.\t",10.8,50,80,9,87,78,26,50,5,0,8,12,20,112,4.219156,3.956169,3.951299,4.159091,4.016234,308
dark truth,stout - american imperial,boulevard brewing co.,boulevard brewing co. dark truth stout,"notes:throughout the ages, man has been fascinated by the quest for hidden knowledge, the search for the secret to transforming the elemental into the extraordinary, the simple into the sublime. ladies and gentlemen, we present for your consideration this exotic, inky concoction, the almost magical creation of our modern day alchemists who have turned humble grains—barley, wheat, rye, and oats—into black, liquid gold. layers of complex flavors slowly emerge from the glass: espresso, roasted fig, creme brulee. belgian yeast provides a plum-like fruitiness, noble german hops reveal spicy, herbal notes, while the rich, velvety mouthfeel mellows to a dry, smoky finish.60 ibu\t",9.7,50,80,8,88,21,54,76,18,0,39,32,18,112,3.812842,4.266393,3.833333,3.905738,3.878415,366
big bear black stout,stout - american imperial,bear republic brewing co.,bear republic brewing co. big bear black stout,"notes:big bear is a big, black, stout you can really sink your teeth into. the bold, roasty, caramel malt flavor is balanced by centennial and cascade hops.2009 california state fair – 2nd gold2009 la international beer competition – gold2007 great american beer festival® american-style stout – silver2002 world beer cup - gold\t",8.1,50,80,11,73,20,64,54,13,0,19,49,8,98,4.067797,4.251745,4.073779,4.188435,4.182453,1003
mokah,stout - american imperial,southern tier brewing company,southern tier brewing company mokah,"notes:as scientists, our brewers utilize their materials to exacting standards. as artists, they couldn’t resist the temptation to combine two of our highly acclaimed blackwater series imperial stouts: jahva and choklat. alone each is perfect, but together as mokah they are an inimitable expression of two of the world’s most sought after flavors. enjoy mokah stout with – or as – your favorite dessert!\t",10,50,80,5,108,17,70,87,2,0,1,18,8,126,4.261029,4,4.050551,4.160846,3.952206,544
speedway stout - bourbon barrel-aged,stout - american imperial,alesmith brewing company,alesmith brewing company alesmith speedway stout - barrel aged,notes:,12,50,80,10,68,63,60,70,12,0,11,16,12,147,4.5,4.326291,4.392019,4.492958,4.35446,213
ten fidy - bourbon barrel aged,stout - american imperial,oskar blues grill & brew,oskar blues grill & brew ten fidy (oak-aged),"notes:aged through four seasons and from a blend of the top bourbons around, this ten fidy has morphed into a monster of cranked up flavor. espresso, burnt sugar, rich chocolate, caramel notes are now driving alongside the vanilla, oak, bourbon from the barrel and been smoothed out during maturation. even at 12.5% (75 ibus) it is cool and drinkable, letting each sip add more and more complexity.abv varies year to year\t",12.5,50,80,3,101,88,52,80,2,0,7,15,30,142,4.25,4.25,4.5,5,4.5,2
imperial eclipse stout - elijah craig (12 year),stout - american imperial,fiftyfifty brewing co.,fiftyfifty brewing co. imperial eclipse stout - elijah craig (12 year),notes:imperial stout aged 200 days in an elijah craig bourbon barrel.\t,11.9,50,80,3,80,38,24,75,4,0,5,4,11,109,4.493902,4.042683,4.323171,4.542683,4.420732,82
speedway stout - vietnamese coffee,stout - american imperial,alesmith brewing company,alesmith brewing company alesmith speedway stout - vietnamese coffee,"notes:this vietnamese coffee version of speedway stout is and continues to be alesmith's most popular variation of the ever-growing speedway stout collection. since 2012 we have been adding this blend of four vietnamese coffees, known in vietnam as ca phe sa đa, to our popular imperial stout. the coffee beans were slowly roasted at low temperatures and then brewed by alesmith with a traditional phin-style filter that gently percolates water through the ground coffee. the result is an intensely aromatic and bold tasting coffee that complements the notes of chocolate and roast in this massive stout.\t",12,50,80,7,141,20,114,55,4,0,3,21,18,174,4,4.375,4.375,3.875,4.125,4
bourbon county brand vanilla stout,stout - american imperial,goose island beer co.,goose island beer co. bourbon county brand vanilla stout,notes:bourbon county brand stout spiced with fresh vanilla beans.\t,14.9,50,80,7,111,68,33,74,3,1,4,16,79,133,4.429739,4.147059,4.343137,4.413399,4.184641,306
chocolate stout,stout - american,rogue ales,rogue ales chocolate stout,"notes:12 ingredients:great western 2-row, crystal 135- 165, chocolate & rogue micro barley farm daretm & risktm malts; rogue micro hopyard revolution & rebel hops, rolled oats, roasted barley, natural chocolate flavoring, free range coastal waters & pacman yeast.15º plato69 ibu77 aa135º lovibond\t",5.8,35,60,6,130,8,81,109,6,0,9,53,11,143,4.306354,4.320166,4.100829,4.257735,4.122376,1810
obsidian stout,stout - american,deschutes brewery,deschutes brewery obsidian stout,"notes:deep, robust and richly rewarding, this is beer to linger over. obsidian has distinct notes of espresso, chocolate, roasted malt and black barley, with just enough hop bite to cut the sweetness.ibus: 55220 calories per 12 oz serving\t",6.4,35,60,9,72,23,95,72,12,0,13,67,6,132,4.077964,4.304768,4.121134,4.266753,4.25,776
stout,stout - american,sierra nevada brewing co.,sierra nevada brewing co. sierra nevada stout,"notes:sierra nevada stout s a full-bodied american version of the traditional black ale. it is perfectly balanced with big roasted malt flavors and earthy, whole-cone hops.in 1980, when we were building our fledging brewery, we needed a beer with bold flavors to test the new, hand-built brewhouse. that first brew was a stout rich with roasted malts and earthy, whole-cone american hops. we liked that original stout so much that we've kept it as we've grown. decades later it still reminds us of that early pioneering spirit.\t",5.8,35,60,8,88,9,75,37,9,0,4,62,5,108,3.938618,4.196341,4.003252,4.118699,4.136992,1230
